,natoms,energy,number,has_inversion_symmetry,lgnum,layergroup,bravais_type,thickness,evac,dipz,minhessianeig,dyn_stab,alphax_el,alphay_el,alphaz_el,alphax_lat,alphax,alphay_lat,alphay,alphaz_lat,alphaz,emass_cbm,emass_vbm,is_magnetic,spin_axis,dE_zx,dE_zy,ehull,hform,is_ferroelectric,P_spontaneous_norm,J,lam,A,spin,N_nn,topology,plasmafrequency_x,plasmafrequency_y,halfmetal_gap,halfmetal_gap_dir,gap_gw,vbm_gw,cbm_gw,efermi_gw,E_B
A,,-0.06417435184709344,0.35896296750640433,-0.3589629675064042,0.35896296750640444,0.3589629675064042,,0.20713847532416374,0.21475658453601446,-0.8951987378849366,-0.4682346484322372,,0.10367916677330125,0.10367916677330127,0.0955067195820641,-0.12971676069552882,0.0288722625876508,-0.12861840542939512,0.02921482159295436,-0.04079979319009979,0.07046370500433154,-0.2446478056954865,0.2524689264438405,,0.2812253999077122,-0.9051566946758921,-0.9057138567641696,0.43501374282342953,0.21903345644369682,,,-0.026715645360139335,0.1678442595628709,1.0,0.3388725860692744,0.06739147433764411,0.15814208021355755,,,,,-0.24162894327564496,0.07211006708601488,-0.25704668365303696,-0.12037436341876558,-0.33286264730550685
spin,,-0.06819669853022221,-0.40118944439881465,0.40118944439881477,-0.40118944439881465,-0.4011894443988147,,-0.23697317695524286,-0.43603300917106275,-0.26578377875801723,-0.03136775551800675,,-0.24712953301649487,-0.24712953301649532,-0.23155782494513363,0.010660869494670582,0.001701035646250594,0.015595099184492364,0.0037968848015990553,0.1627671786817791,-0.07086157460002267,-0.272266772680154,-0.05859947338593469,,0.5628954858496751,-0.43189432868884264,-0.4314705769535213,-0.02535116489641144,0.27951292146868734,,,-0.5497040592005538,0.40369250938662954,0.3388725860692744,1.0,0.3016046195512487,-0.03070751435725369,,,,,0.2641903025835975,-0.28561125622825806,0.06550868321263659,-0.1536914780536311,-0.5081598081954032
N_nn,,0.12425072290382616,-0.2282177322938194,0.2282177322938192,-0.2282177322938192,-0.2282177322938192,,0.19265331504058136,0.2097719540679832,-0.08609542373009378,-0.21853099022647968,,0.20187316659627447,0.20187316659627466,0.057161691054169926,-0.024145842198464128,0.2979474696549485,-0.021635621932563392,0.2986603653680402,0.25459487287323684,0.14159334181751723,-0.8423881452658053,-0.2737854549307378,,0.38575837490522974,0.016051159293613986,0.016452299991215124,-0.4233334758866374,0.17821323619481938,,,0.08815457287834913,-0.136074339873907,0.06739147433764411,0.3016046195512487,1.0,0.3118047822311618,,,,,-0.07940802075291424,0.3378203057948158,0.2429721006006499,0.3938768761856633,-0.4197580266606781
topology,0.1922413655672415,-0.16388135123775838,0.01741371596840646,-0.12458622363612795,0.005030543503748728,0.03869225573699257,-0.001265773623206527,0.20738788626935353,0.20481552832133396,-0.004355186781173266,0.05050956678246545,-0.03023549821792404,0.6170741633012238,0.6126571958304187,0.25459303748372397,0.31006883008529196,0.3159655100363496,0.2542168699074894,0.27696980188323467,-0.15150043661056584,0.22357499842933323,-0.05512712417831244,0.007889143981648394,0.17112485496574317,-0.18471260619314697,0.03281805131183355,0.033355499805408015,0.32161501944456944,0.23956556338721077,-0.021898255960873067,-0.3491231976671434,0.4774074892474523,-0.46260206868800297,0.15814208021355755,-0.03070751435725369,0.3118047822311618,1.0,0.3861799757886234,0.3861799757886233,,,-0.42875967725737973,0.31859843528458615,-0.2651540271320792,0.07649295687253257,-0.3882593718479597
plasmafrequency_x,0.11118447990613062,-0.17338806616562996,0.04368316315315549,-0.03768480063974274,0.04088364761546553,-0.026035545656999486,-0.015339374849836268,0.09673021809249407,0.17808149247497396,-0.011244179119413892,-0.002909049219490116,-0.1182549616388224,0.6068332409418665,0.5973144625995679,0.02219236659804579,,,,,,,-0.03973180636664137,-0.005055512153416562,-0.013357192092221097,0.009233622345656872,-0.0008027165629955147,-0.0008203971933788597,0.13651136461331292,0.048496451953319426,-0.009691981955429415,,,,,,,0.3861799757886234,1.0,1.0,,,-0.08119492624903386,0.054357464400587197,-0.05895198500195552,0.008379551701562888,-0.06463591177886696
plasmafrequency_y,0.11118447990613058,-0.17338806616562993,0.04368316315315549,-0.03768480063974274,0.04088364761546553,-0.026035545656999483,-0.015339374849836267,0.09673021809249407,0.17808149247497393,-0.01124417911941389,-0.0029090492194901157,-0.11825496163882239,0.6068332409418665,0.597314462599568,0.022192366598045788,,,,,,,-0.03973180636664137,-0.005055512153416564,-0.013357192092221096,0.00923362234565687,-0.0008027165629955148,-0.0008203971933788596,0.13651136461331292,0.04849645195331942,-0.009691981955429411,,,,,,,0.3861799757886233,1.0,1.0,,,-0.08119492624903386,0.054357464400587197,-0.05895198500195553,0.008379551701562887,-0.06463591177886696
halfmetal_gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halfmetal_gap_dir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gap_gw,-0.16029162409394954,0.1809055427523026,0.1488101008418771,0.32229002678481883,0.1592662250619479,-0.3767720593919857,-0.09252546681842748,-0.20218886066461877,-0.4478922676791027,-0.042688684822621815,-0.09853981946724844,-0.06033124835348756,-0.49369733503379665,-0.48949327374765006,-0.44057860394943793,-0.09687019420858257,-0.10572697432401792,-0.13566910643635588,-0.1719485001013428,0.7571595938699904,-0.2716089521699664,0.05350179680474745,0.20454745066485824,-0.06118298896943217,0.07098769144271963,0.03143126688762583,0.031264209525913945,-0.11492665972515163,-0.5616842407941041,-0.07763523836423672,0.397858914079205,-0.22027316900825,-0.1468183106410384,-0.24162894327564496,0.2641903025835975,-0.07940802075291424,-0.42875967725737973,-0.08119492624903386,-0.08119492624903386,,,1.0,-0.8112888860899188,0.5186581808646583,-0.25197857264857876,0.850938198842926
vbm_gw,0.17340010330920627,-0.17818843744514548,-0.1852764695916873,-0.25113371343011115,-0.18799553332355162,0.3402584583977123,0.18009433960456042,0.16637231064028893,0.418372647173573,-0.124142549397926,0.23118604047682612,0.1807717182151128,0.4781897156360986,0.47808852547460834,0.3735861967758005,-0.017503019151326158,-0.00853565070446411,0.05407357101485177,0.09178114259608967,-0.7303650670773947,0.1844814734784973,-0.09426248844683022,-0.20282000770886371,0.08784518844202575,-0.07650771284461111,0.007309602536464549,0.007341194014554152,0.017968608993857025,0.46582877276886747,0.14375950591569242,-0.05904023435766906,0.35381266989822346,-0.10806777783198018,0.07211006708601488,-0.28561125622825806,0.3378203057948158,0.31859843528458615,0.054357464400587197,0.054357464400587197,,,-0.8112888860899188,1.0,0.07907956753562606,0.7264717810354748,-0.7690116242114231
cbm_gw,-0.01973114780829975,0.04787713473803294,-0.017213706673682463,0.18227453944700192,-0.0033615016181835454,-0.14483541767079058,0.10560529251139544,-0.10144675593318722,-0.15186750902194887,-0.2543329376961599,0.17006649542014382,0.16148965868526216,-0.1424928050203892,-0.1354725169538806,-0.2048925238158416,-0.18929495575620153,-0.1920069745246132,-0.1565750079651143,-0.16633722130947984,0.28191184314763046,-0.20818540117461684,-0.04648416321856627,0.05252978852866251,0.024142228830264963,0.00915543908398736,0.06428239181941317,0.06404374454071432,-0.16968216733171548,-0.27649259374949253,0.07785852781940047,0.9115652069209456,0.06596739049919353,-0.3145123080294893,-0.25704668365303696,0.06550868321263659,0.2429721006006499,-0.2651540271320792,-0.05895198500195552,-0.05895198500195553,,,0.5186581808646583,0.07907956753562606,1.0,0.6327434792670341,0.3263216223650287
efermi_gw,0.09800550925178154,-0.08722435501637166,-0.13251544351653868,-0.10201685534134254,-0.12788184487992915,0.16727742328781847,0.18395581600207692,0.06768184672778238,0.19653971890506328,-0.22196830432356007,0.28249738290191717,0.19870941125950545,0.26319671095451525,0.267422199796328,0.14559605584706647,-0.12938879380839605,-0.12467504741923918,-0.056260843659769806,-0.03543713392060114,-0.26954323969218447,0.02740063311543816,-0.011986136160056803,-0.07913231360212951,0.06786537810102071,-0.04540002349719523,0.040107366232974125,0.039981219083369345,-0.07876824518032952,0.14633676457637199,0.14609556200655865,0.31082597590973354,0.2877611279737371,-0.2827151631640375,-0.12037436341876558,-0.1536914780536311,0.3938768761856633,0.07649295687253257,0.008379551701562888,0.008379551701562887,,,-0.25197857264857876,0.7264717810354748,0.6327434792670341,1.0,-0.3148255945059149
E_B,-0.14035368387157898,0.10065576249156663,0.1729506128924774,0.25677071257332323,0.1740366633893786,-0.37455445605332,-0.0707537244880172,-0.21156951756353318,-0.366941344223128,-0.05439402205082002,-0.2520679064272902,-0.18931203857095322,-0.45390772315317823,-0.45187480456308976,-0.4397657311709882,-0.13564812433564774,-0.14462554386531037,-0.18512230247856745,-0.22181546277982764,0.7156361123186099,-0.28487358960914544,0.13580469218145824,0.24660796338641897,-0.09770978374002848,0.029159245063825133,0.035307138250599,0.035577604344353864,0.06600476450474027,-0.5624579360917504,-0.1147828834414945,0.6759480644354869,-0.13447150403360575,0.07076523101470854,-0.33286264730550685,-0.5081598081954032,-0.4197580266606781,-0.3882593718479597,-0.06463591177886696,-0.06463591177886696,,,0.850938198842926,-0.7690116242114231,0.3263216223650287,-0.3148255945059149,1.0
